contract,question,kag_answer,status
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,"Does the ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement does contain exceptions to competitive restrictions. Specifically, the Distributor may market, sell, distribute, or solicit orders for competitive products if they obtain prior written consent from JRVS after fully disclosing the material facts. Additionally, the agreement allows the Distributor to facilitate sales evaluations or trials of the products using the Distributor's own Demonstration Equipment. It also requires the Distributor to refer all prospective customers to JRVS when unable to actively pursue distribution, along with inquiries regarding bundling and partnerships. These provisions indicate clear allowances for certain competitive activities under specific conditions while maintaining overarching competitive restrictions.",success
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,"Does the ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement includes a provision that restricts the Distributor from engaging in competitive activities without prior written consent from JRVS. Specifically, the agreement prohibits the Distributor from marketing, selling, distributing, or soliciting orders for competitive products unless they first obtain this consent after fully disclosing the relevant material facts. While the specifics of the time frame for these restrictions are not detailed in the provided information, such agreements generally imply that these restrictions apply during the term of the contract and potentially extend for a specified period after termination, though exact durations would need to be confirmed in the complete contract text. The geographic area for the restriction is indicated to be the designated Territory outlined in the agreement, which limits where the Distributor can operate without consent.",success
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT","Is there a provision in the LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT does not contain a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. As such, there is no specified duration for any such prohibition since it does not exist in the agreement. The passages provided focus on other aspects of the agreement, such as exclusivity in distribution rights, but do not address solicitation or business dealings with each other's clients.",success
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,"Is there a provision in the ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement contains a provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Furthermore, it specifies a duration for this prohibition, which typically lasts for one year following the termination of the agreement. This ensures that both parties are protected from competitive solicitation practices that could harm their business relationships.",success
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,"Does the ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.  
(2) The ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement is explicitly labeled as a Non-Exclusive Distributor Agreement, indicating that it does not grant one party exclusive rights to provide goods or services. Additionally, the agreement allows both parties the freedom to engage with third parties, meaning neither party is restricted from entering into similar agreements with other distributors. This arrangement aligns with the provisions found in other distributor agreements, emphasizing non-exclusive arrangements and the allowance for third-party collaborations.",success
Microgenics Corporation - Collaborative Development and Commercialization Agreement,"Does the Microgenics Corporation - Collaborative Development and Commercialization Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The Microgenics Corporation - Collaborative Development and Commercialization Agreement includes provisions that allow Achaogen to continue to develop and commercialize Plazomicin after the expiration or termination of the Agreement, provided they give written notice to Microgenics. This indicates that Achaogen is permitted to engage in certain competitive activities that would otherwise be restricted during the term of the agreement. Furthermore, upon receiving a written proposal from Microgenics, both parties are obligated to negotiate in good faith for a definitive agreement regarding the continued development, manufacture, supply, and sale of the Assay by Microgenics on commercially reasonable terms. This suggests that specified competitive activities related to the ongoing development and commercialization of the Assay are allowed under certain conditions, indicating a clear carve-out to the competitive restrictions outlined in the agreement.",success
Microgenics Corporation - Collaborative Development and Commercialization Agreement,"Does the Microgenics Corporation - Collaborative Development and Commercialization Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The Microgenics Corporation - Collaborative Development and Commercialization Agreement grants Microgenics an exclusive, royalty-free, worldwide license to research, develop, manufacture, use, market, and sell the Assay within the defined Territory. However, the agreement does not explicitly prevent Achaogen from entering into similar agreements with third parties. The exclusivity pertains specifically to the rights granted to Microgenics, but Achaogen retains the right to engage with other parties for different agreements or products, meaning it can enter into similar agreements with others outside the scope of this exclusivity.",success
Microgenics Corporation - Collaborative Development and Commercialization Agreement,"Does the Microgenics Corporation - Collaborative Development and Commercialization Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.

(2) The provided passages do not indicate that the Microgenics Corporation - Collaborative Development and Commercialization Agreement contains a clause that restricts a party from competing or engaging in a business activity that competes with the other party. The focus of the agreement appears to be on licensing rights, obligations related to development and commercialization, and compliance with government provisions rather than imposing competitive restrictions. Therefore, there are no specifications regarding a time frame or geographic area for such restrictions.",success
Microgenics Corporation - Collaborative Development and Commercialization Agreement,"Is there a provision in the Microgenics Corporation - Collaborative Development and Commercialization Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.

(2) The provided passages do not indicate that the Microgenics Corporation - Collaborative Development and Commercialization Agreement contains a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition since it does not exist in the agreement. The passages primarily focus on licensing rights, obligations related to the development and commercialization of the Assay, and terms of collaboration, without mentioning any solicitation restrictions.",success
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,"Does the SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement does contain an exception to competitive restrictions. Specifically, the agreement allows SIGA to engage in promotional activities regarding the Product in support of Meridian Medical Technologies, Inc.'s (MMT) efforts to promote or sell the Product, although SIGA is not permitted to enter into customer contracts for the Product. This indicates that while certain competitive activities are restricted, there are defined allowances for collaboration in promotional efforts, which would typically be restricted under standard competitive clauses.",success
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,"Does the SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The Siga Technologies Inc. Promotion Agreement does grant one party exclusive rights to provide certain goods or services. This exclusivity implies that the party benefiting from these rights is restricted from entering into similar agreements with third parties without obtaining prior consent from the other party. This ensures that the exclusivity of the agreement is maintained, thereby preventing potential conflicts that could arise from competing agreements. The agreement typically outlines the obligations of the exclusive party in relation to their commitments and any prohibitions against engaging in similar agreements that could conflict with the interests of the other party involved in the Promotion Agreement.",success
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,"Does the SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.

(2) The Siga Technologies Inc. Promotion Agreement does not include a clause that restricts a party from competing or engaging in a business activity that competes with the other party. The passages provided focus primarily on obligations regarding customer contracts and other operational aspects, rather than on any explicit competition restrictions. Therefore, there is no specification of a time frame or geographic area for such restrictions, as they do not exist in the agreement.",success
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,"Does the AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contains an exception that allows for certain competitive activities if they are approved in writing by AIRSOPURE. This means that while the agreement imposes non-competition and non-solicitation restrictions, there is flexibility for the franchisee to engage in competitive activities or partnerships, provided that prior consent is obtained from AIRSOPURE. This carve-out indicates that specific competitive activities are permissible under certain conditions, ensuring that the franchisee can operate within a more flexible framework while adhering to the overall restrictions outlined in the agreement.",success
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,"Is there a provision in the SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The Siga Technologies Inc. Promotion Agreement includes a provision that prohibits either party from soliciting or doing business with the customers or clients of the other party. However, the specific details regarding the duration of this prohibition are not explicitly outlined in the provided information. It is common for such agreements to include a defined duration for non-solicitation clauses, but the exact time frame is not specified in the available text.",success
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,"Is there a provision in the AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contains a provision that restricts a party from soliciting or doing business with the customers or clients of the other party. The details regarding the duration of this prohibition are typically specified in such agreements, but the exact duration is not clearly outlined in the available information. Generally, these types of agreements specify a duration for such non-solicitation clauses, which is often for a defined period after the termination of the agreement. However, without the specific text of the agreement, the exact duration remains unspecified.",success
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,"Does the AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT grants exclusive rights to the franchisee to operate within a designated territory. This exclusivity ensures that the franchisee is the sole provider of the specified goods or services in that area. Furthermore, the agreement includes provisions that prevent the franchisee from entering into similar agreements with competing parties for a duration of two years following the termination of the agreement. This restriction is geographically limited to a radius of 25 miles from the franchisee's Exclusive Territory, reinforcing the exclusivity granted to the franchisee during the term of the agreement.",success
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,"Does the AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT includes a clause that restricts the franchisee from engaging in any competitive business activities for a period of two years following the termination of the agreement. This restriction applies within a radius of 25 miles from the franchisee's Exclusive Territory, ensuring that the franchisee cannot directly or indirectly compete with AIRSOPURE or offer similar products or services in that specified area.",success
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,"Does the IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT does not contain an exception or carve-out to any competitive restriction allowing certain competitive activities or partnerships that would otherwise be prohibited. The document primarily outlines the obligations of the parties involved and does not specify any activities or partnerships that are permitted under such exceptions. Thus, it lacks detailed provisions regarding any allowances for competitive activities or partnerships.",success
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,"Does the IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.

(2) The IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT does not explicitly grant one party exclusive rights to provide certain goods or services. The passages primarily focus on the handling of confidential information and obligations related to marketing and branding, without detailing exclusivity rights or restrictions on entering into similar agreements with third parties. Therefore, it cannot be concluded that the agreement prevents either party from engaging with other entities for similar services. 

[DONE]",success
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,"Is there a provision in the IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.

(2) The IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT includes a provision that restricts a party from soliciting or doing business with the customers or clients of the other party. However, the specific duration for this prohibition is not explicitly detailed in the provided passages. The agreement generally outlines restrictions on promotional activities and comparisons between the parties' products, but does not clarify the exact duration of the non-solicitation provision. Therefore, while there is a prohibition in place, the duration remains unspecified.",success
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,"Does the IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT includes restrictions on engaging in business activities that compete with the other party. Specifically, the agreement contains provisions under ""Restrictions on Promotion"" that prevent the parties from comparing or disparaging each other's products during promotional activities. However, while the contract imposes restrictions on competition, the specific details regarding the time frame or geographic area of these restrictions are not explicitly outlined in the provided passages. Further examination of the complete contract may be required to ascertain those specifics.",success
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"Does the BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The Bravatek Solutions Reseller Agreement contains an exception to its competitive restrictions. Specifically, the agreement allows the Distributor to market, sell, and distribute competitive products if they obtain prior written consent from JRVS, after fully disclosing relevant material facts. This means that while there are competitive restrictions in place, the contract explicitly permits certain competitive activities under specified conditions, indicating a clear carve-out that allows the Distributor to engage in competitive partnerships or activities that would typically be restricted without prior approval.",success
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"Does the BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement includes a clause that restricts a party from competing or engaging in a business activity that competes with the other party. Specifically, it states that during the term of the agreement and for a period of six months following its termination, the Company shall not market, promote, sell, or distribute similar products in the territory except through the Reseller. This indicates a clear restriction on competitive activities for both the specified time frame of six months post-termination and within the defined geographic area of the territory.",success
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"Does the BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.  
(2) The BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement does not grant exclusive rights to either party to provide certain goods or services. The passages provided indicate that the agreement allows the Reseller to solicit orders for Company Products within a specified territory without imposing restrictions on the Company from engaging with other resellers or partners. Additionally, there are no provisions in the agreement that explicitly prevent either party from entering into similar agreements with third parties, indicating that both parties retain the flexibility to engage in multiple agreements concurrently.",success
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"Is there a provision in the BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.

(2) The BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement includes a provision that prohibits the Company from soliciting or doing business with the customers or clients of the Reseller. Specifically, it states that during the term of the Agreement and for a period of six months following its termination, the Company is not allowed to market, promote, sell, or solicit orders from any existing or prospective customer of the Reseller. This provision ensures that the Reseller's customer relationships are protected even after the Agreement has ended.",success
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"Does the SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT does not specify any exceptions or carve-outs to competitive restrictions. The agreement primarily focuses on granting the Company exclusive rights to use the Professional's identity for promotional purposes, without mentioning any allowances for competitive activities or partnerships that would typically be restricted. Therefore, there are no specified activities or partnerships allowed under exceptions to competitive restrictions in this agreement.",success
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"Does the SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.  
(2) The SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT does not explicitly include a clause that restricts a party from competing or engaging in business activities that would directly compete with the other party. Therefore, there is no specification of a time frame or geographic area for such a restriction. The agreement primarily focuses on granting the Company exclusive rights to use the Professional's identity for advertising and promoting products, without detailing any competitive restrictions.",success
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"Is there a provision in the SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT does not contain a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. The agreement primarily focuses on granting the Company exclusive rights to use the Professional's identity for advertising and promoting Haley apparel, but it does not impose restrictions regarding solicitation of customers or clients. Therefore, there is no specified duration for such a prohibition as it does not exist within the agreement.",success
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"Does the SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT grants the Company exclusive rights to use the Professional's identity for the advertising, promotion, sale, and distribution of Haley brand apparel. This exclusivity means that during the term of the agreement, the Professional is required to exclusively endorse and use Haley brand apparel. However, the agreement does not prevent the Professional from entering into similar agreements with third parties regarding products other than the specified apparel. The Professional retains the right to use and endorse other products not covered by this agreement, indicating that while exclusivity is granted for Haley apparel, the Professional is free to engage with other brands for different products.",success
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),"Does the XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3) contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT does not explicitly include a clause that outlines exceptions or carve-outs to any competitive restrictions that would allow certain competitive activities or partnerships. The passages provided primarily discuss the general provisions related to the collaboration between Xencor and Boehringer Ingelheim, including confidentiality obligations and the roles and responsibilities of both parties, without detailing specific competitive activities or partnerships that are permitted under exceptions. Therefore, there is no indication of allowed activities or partnerships that would otherwise be restricted.",success
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),"Does the XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3) contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.

(2) The XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT does not include a clause that explicitly restricts a party from competing or engaging in business activities that compete with the other party. The provisions primarily focus on ownership and use of project data, rights of negotiation, and terms related to manufacturing and third-party agreements, without specifics on non-competition agreements or any defined time frame or geographic area for such restrictions.",success
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),"Is there a provision in the XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3) contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.

(2) The provided passages do not indicate that the XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3) includes a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition within the agreement. The focus of the passages is primarily on ownership, use of project data, rights of negotiation, and terms related to manufacturing and third-party agreements, but does not mention any restrictions on soliciting customers or clients. 

[DONE]",success
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),"Does the XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3) contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes. 

(2) The XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT grants exclusive rights to BII for specific tasks outlined in the Agreement and Project Plan, indicating that BII is designated to perform these tasks exclusively during the term of the agreement. Additionally, the agreement includes provisions that restrict BII from entering into similar agreements with third parties. If BII exercises its right to negotiate but fails to finalize a contract manufacturing agreement within the stipulated Clinical Negotiation Period, XENCOR and its Business Partner may then pursue agreements with third parties for the manufacturing and supply of the product, subject to certain pricing conditions. This structure ensures that BII retains control over the specified goods or services without engaging in competing agreements during the exclusivity period.",success
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,"Is there a provision in the NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes. 

(2) The NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT includes a provision that prohibits a party from soliciting or engaging in business with the customers or clients of the other party. Specifically, the agreement explicitly states that neither party is allowed to solicit or engage in business with the customers or clients of the other party during the term of the Agreement. Therefore, the duration of this prohibition is specified as ""during the term of the Agreement.""",success
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,"Does the NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes. 

(2) The NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT contains exceptions to competitive restrictions. Specifically, the agreement allows Excite to display search result links to NetGrocer's competitors in response to user queries on Excite Search results pages. Additionally, it permits the display of these links in Excite's general directory of websites and in search results for the ""Excite Shopping Service powered by Jango,"" provided that Excite gives reasonable advance notice to NetGrocer. This indicates that while there are competitive restrictions in place, there are defined exceptions that permit certain displays related to competitors.",success
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,"Does the NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.  
(2) The NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT does not contain a clause that explicitly restricts a party from competing or engaging in a business activity that competes with the other party. The passages provided focus on the sponsorship arrangement and do not indicate any competition restrictions or specify any time frame or geographic area for such restrictions. Therefore, it can be concluded that this contract does not impose any limitations on competitive activities between the parties.",success
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,"Does the NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT grants NetGrocer exclusive rights to promote its products on the Excite site. Specifically, the agreement prohibits Excite from entering into any agreements that would allow it to display content promoting NetGrocer's competitors during the term of the agreement. This exclusivity ensures that NetGrocer maintains a unique position in the market and prevents Excite from engaging in similar sponsorship agreements with third parties that might undermine NetGrocer's promotional activities. Thus, the agreement effectively restricts Excite from entering into similar agreements with other parties that would conflict with the interests of NetGrocer.",success
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,"Does the CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement contract contains exceptions to competitive restrictions. Specifically, it allows the Distributor to engage in certain competitive activities under specific conditions. The contract permits the Distributor to market, sell, distribute, or solicit orders for competitive products if they obtain prior written consent from Coherus after fully disclosing all material facts related to the request for consent. Additionally, the agreement specifies that the Distributor must refer all prospective customers to Coherus when they cannot actively pursue distribution, thus outlining the framework for permissible actions and partnerships within the agreement. This structure ensures that while competitive restrictions are in place, there is room for collaboration and flexibility under specific, agreed-upon conditions.",success
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,"Does the CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes. 

(2) The Coherus Biosciences, Inc. Development Agreement grants Bioeq exclusive rights as the owner or exclusive licensee of biosimilar products developed to be similar to the pharmaceutical product Ranibizumab, which is marketed under the brand name Lucentis®. The agreement includes an exclusive license grant to the Licensee for commercialization in the United States. Furthermore, it contains provisions that prevent Bioeq from entering into similar agreements with third parties. Specifically, the exclusive license grant restricts Bioeq from granting similar licenses for the same licensed products to other parties, thereby maintaining the exclusivity of the Licensee's rights.",success
